,Commenter_Name,DateTime,Comment,length
462,SHETOL VEJA-CHOKH,2022-10-12 16:12:15,আওয়ামী লীগ বয়কট করুন,4
463,Special bus journey,2022-10-12 16:14:42,ইনশাআল্লাহ আমাদের বিজয় সন্নিকটে,4
464,Md Maidul,2022-10-12 16:14:43,বি এন পি নেতাদের কি দায়িত্ব আর আওয়ামী লীগ ৭৫ সালে কি দায়িত্ব ছিল,14
465,mc rasel,2022-10-12 16:18:00,আলহামদুলিল্লাহ স্বৈরাচারী পতন যাক বাংলাদেশ মুক্তি পাক মনটা ভরে গেল দেখে,11
466,Nayeem Islam,2022-10-12 16:32:12,জয় হবে একদিন ইনশাআল্লাহ,4
467,Md.Parvej Rehan Molla,2022-10-12 16:32:49,সামীম ওসমান কে কালা চশমা পরা নিষেধাজ্ঞা দেওয়া উচিত শামীম ওসমান কালা চশমা পরে এখানে ১০ ১৭ হাজার লোক দেখে,20
468,BD Vlogs Bogura,2022-10-12 16:34:30,লাঠি ছাড়া বের হওয়া নিরাপদ না,6
469,Bahoboli Baper Hotele Ferri Sarbis,2022-10-12 16:34:54,,0
470,Bahoboli Baper Hotele Ferri Sarbis,2022-10-12 16:35:30,,0
471,Md Alauddin,2022-10-12 16:36:49,মাশাআল্লাহ আলহামদুলিল্লাহ,2
472,Mehedi Hasan Shuvo,2022-10-12 16:40:05,,0
473,♥Sawban Siddique Sayem‌‌‌♠,2022-10-12 16:41:33,,0
474,kHAN,2022-10-12 16:47:51,,0
475,Yousuf Romman,2022-10-12 16:48:30,ইনশাআল্লাহ এই অবৈধ সরকারের পতন হবে,6
476,md borhan uddin,2022-10-12 16:49:26,আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ বিজয় সুনিশ্চিত,5
477,Mamun Rs,2022-10-12 16:53:43,যারা বলে বি এনপি শেষ তারা জানেনা বিএনপি মানেই ১৮ কোটি মানুষের বাংলাদেশ,13
478,আবেগী মন,2022-10-12 17:00:20,আলহামদুলিল্লাহ,1
479,SR Roman,2022-10-12 17:01:58,,0
480,popular tv,2022-10-12 17:04:36,দেশ কখনো কারো কথায় চলে না আল্লাহ যেভাবে চালান সেভাবেই চলে,11
481,Jhinuk Baa,2022-10-12 17:24:34,,0
482,It's me,2022-10-12 17:25:58,,0
483,It's me,2022-10-12 17:26:03,,0
484,Obaidulhoque Belal,2022-10-12 17:30:45,হুমকি দেওয়ার জন্য নিন্দা জানাচ্ছি,5
485,Md Rasal,2022-10-12 17:33:07,জিয়ার সৈনিক এক হও লড়াই করুণ,6
486,Md Rasal,2022-10-12 17:33:28,আর বসে থাকার সময় নেই আসেন সবাই এক হয়ে রাস্তায় নেমে আসেন,12
487,abu sayed,2022-10-12 17:38:15,,0
488,ripon khan,2022-10-12 17:43:28,হঠাও মাফিয়া বাঁচাও দেশ টেইক ব্যাক বাংলাদেশ,7
489,Masum Bhuiyan,2022-10-12 17:58:28,চট্টগ্রাম বিভাগ এর মাটি বিএনপির ঘাঁটি,6
490,Jabed Sahka,2022-10-12 18:02:47,মানুষ পরিবর্তন চাই,3
491,Niloy Rhoman,2022-10-12 18:06:45,সেই নেত্রী খালেদা জিয়া জিয়া খালেদা,6
492,Suhel Miah,2022-10-12 18:11:44,এগিয়ে যান ইনশাআল্লাহ সত্য বিজয় হবে,6
493,Anisur Rahman Anis,2022-10-12 18:15:33,বি এন পি জিন্দাবাদ,4
494,Knjjd Jjjd,2022-10-12 18:26:11,,0
495,Knjjd Jjjd,2022-10-12 18:31:13,,0
496,Mohammad Manik,2022-10-12 18:39:23,দারুন,1
497,Marzan Haque,2022-10-12 19:04:02,জনগন জেগেছে অধিকার আদায় করে নিতে,6
498,Gallery Art,2022-10-12 19:33:54,অবৈধ লাইলাতুলকদর হাসিনা হটাও দেশ বাঁচাও,6
499,Mojaher Khan,2022-10-12 19:45:32,কাদের কাকু বিএনপির আন্দোলন দেখতে পারছেন,6
500,ABDUR RAHIM,2022-10-12 19:55:00,এই চ্যানেল হচ্ছে সুবিধা বাদী এই চ্যানেল দ্বারা অনেক পরিবার ধংস হয়ে গেছে,13
501,ABDUR RAHIM,2022-10-12 19:55:49,বি এন পির ভাইদের জন্য রইলো শুভ কামনা,8
502,Mama Vai,2022-10-12 20:15:44,আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ,3
503,MD Elias Hossain,2022-10-12 20:37:33,জয়ের আলো দেখা যাচ্ছে আলহামদুলিল্লাহ,5
504,জনতার মৈত্রী শক্তি,2022-10-12 23:32:55,মুক্তিকামী মানুষের আর্তনাদ জনতার এই জনসমুদ্র,6
505,SAIFUL ISLAM,2022-10-12 23:40:29,আলহামদুলিল্লাহ হে আমার রব তুমি আমার জন্মভূমি কে শকুনের হাত থেকে রক্ষা করো আমিন,14
506,MSR NAOGAON BD,2022-10-13 01:15:06,যদি পথে পথে বাধা না দিতে তাহলে আরো বেশী জনসমুদ্রে পরিণত হতো,12
507,Md Sagor,2022-10-13 02:19:26,ওখানে আমিও গিছিলাম চট্টগ্রাম ফুটবল এস্টুডিয়ামের পাশে অনেক মানুষ হয়ছে কোটির উপর,12
508,Dilip Das,2022-10-13 02:46:53,ভোট দিবার অধিকার চাই ভোটের পর যাতে হিন্দুদের নির্যাতন না হয় সেটাও চাই আমরা কারো গুলাম নই হিন্দুর অধিকারের কথা যে বলবে তাকেই আমরা ভোট দেব,26
509,truth,2022-10-13 03:15:39,,0
510,Roman ভাই,2022-10-13 04:16:30,এদেশের মানুষ কোন সরকারকে চায় তা এরকম সম্মেলন দেখলেই বোঝা যায়,11
511,J.s jisan vai,2022-10-13 04:47:23,,0
512,Robiul Islam,2022-10-13 05:04:41,,0
513,Amezing Fishing TV,2022-10-13 05:32:54,সমাবেশ সফল হোক,3
514,samir chowdhury,2022-10-13 06:19:54,অামি ছিলাম ১০ ১২ লাখ মানুষ হয়েছে,7
515,Md Jasiwcrwdwdfgfdfgcfm Uddin,2022-10-13 08:18:52,,0
516,Ali Hosen,2022-10-13 09:08:47,মাশাল্লাহ এগিয়ে জাও দুয়া রইলো,5
517,Omor on fire,2022-10-13 09:26:55,কে কে আমার নবি হযরত মোহাম্মদ সল্লাল্লাহু আলাইহি ওয়াসাল্লামকে ভালোবাসো,10
518,Sujon Ali,2022-10-13 10:00:09,,0
519,Edulake bd tricks,2022-10-13 10:52:31,আল্লাহ বাংলাদেশ কে শান্তি করে দিন,6
520,Rakomari Somahar,2022-10-13 12:57:35,কিরে হালার পুরা এই লোক কি হাজার না লাখ,9
521,Md.Anamul Sikdar,2022-10-13 13:05:08,আওয়ামী লীগের নেতারা দেখেছি রাতে মাইকিং করে বলেছে জনসমাবেশে যারা যাবেন তারা আর গ্রামে ফিরে আসতে পারবে না এটাও কি গণতন্ত্র দেশ এখন দেখেন আল্লাহ পাক রব্বুল আলামীন জনসমাবেশ সফল করে ঠিকই জনগণের ইচ্ছা পূরণ করেছে ইনশাল্লাহ,37
522,মোবাশ্বির হোসাইন,2022-10-13 13:35:04,অমাবস্যার আঁধার কেটে উঠবে ঠিকই খুশির চাঁদ অত্যাচারীর ভাংতে পাঁজর শক্ত করে কোমর বাঁধ,14
523,Masud Mia,2022-10-13 17:00:40,,0
524,Sadam,2022-10-14 01:23:05,শামিম উসমান এত লোক চোখে দেখে না চোখ কি কানা,10
525,1971×OXYGEN Gaming,2022-10-14 04:13:12,বোরকা শামীম দেখ এখানে ১০ হাজার মানুষ,7
526,স্ক্রিনশটের গল্প,2022-10-14 06:37:29,সময় টিভি র ক্যামেরাতে যতগুলা মানুষ দেখা যাচ্ছে জনসমাবেশে আসছে তার চাইতে তিনগুণ বেশি মানুষ ক্যামেরার বাইরে ছিল আর হয়তোবা তারা বেশি ধারণ করতে পারে নাই হয়তোবা ক্যামেরা ক্যাপাসিটি কম তাই সবগুলো ধরতে পারে নাই অনেক মানুষ ছিল যা ক্যামেরাতে ধরা সম্ভব না,43
527,MOHAMMAD SHOHEL,2022-10-14 12:03:41,এই সমাবেশে বলে দেশে দেয় দেশের মানুষ নাস্তিকলীগের বিরুদ্ধে ফুসে উঠেছে এবার দেশের মানুষ জয় নিয়ে ঘরে ফিরবে ইনশাআল্লাহ,19
528,দ্বীপ টেলিভিশন। DIP TELEVISION,2022-10-14 14:11:29,এগিয়ে চলেছে দ্বীপ টেলিভিশন,4
529,BD MOTION WALL,2022-10-14 16:25:34,মূল্য বৃদ্ধিকে রাজনৈতিক ইস্যু হিসেবে ব্যবহার করতে দূর্নীতিকে একমাত্র কারণ হিসেবে দেখানোর কোন সুযোগ নেই কারণ অতীতের যেকোন সময়ের চেয়ে বিশ্ব দূর্নীতির তালিকায় বাংলাদেশ এখন চ্যামপিয়ান নয় বিভিন্ন আমদানিকৃত দ্রব্যের মূল্য ও বিক্রি মূল্যের অস্বাভাবিক অসামঞ্জস্যের সঠিক তথ্য উপস্থাপন না করে শুধু মাত্র অস্থিতিশীল পরিবেশ তৈরির চেষ্টার সুযোগ নেই,49
