headline,link,description,time
চিকিৎসা নিয়ে ফেরার কালে সড়কে গেল প্রাণ,https://banglanews24.com/national/news/bd/886403.details,মেহেরপুর: স্ট্রোক করে বেশ কিছুদিন অসুস্থ ছিলেন দেলোয়ার হোসেন। এসেছিলেন মেহেরপুর সদর উপজেলার ইমপ্যাক্ট ফাউন্ডেশন হাসপাতালে।,"১৭০০ ঘণ্টা, অক্টোবর ১৭, ২০২১"
নেশার টাকা না পেয়ে যুবকের আত্মহত্যা,https://banglanews24.com/national/news/bd/885331.details,"মেহেরপুর: স্ত্রীর কাছে নেশা করার টাকা না পেয়ে গলায় ফাঁস দিয়ে আত্মহত্যা করেছেন জিনারুল ইসলাম নামে মাদকাসক্ত এক যুবক।
সোমবার (১১","০০১৬ ঘণ্টা, অক্টোবর ১২, ২০২১"
মুজিবনগরে আ.লীগের প্রার্থী বদল,https://banglanews24.com/election/news/bd/885119.details,মেহেরপুর: মুজিবনগরের মহাজনপুর ইউনিয়ন পরিষদ (ইউপি) নির্বাচনে আওয়ামী লীগের মনোনীত প্রার্থী পরিবর্তন করা হয়েছে।  উপজেলা আওয়ামী লীগের,"০৮৫৮ ঘণ্টা, অক্টোবর ১১, ২০২১"
ইটভাটার ঘরের ছাদ থেকে পাঁচটি হাতবোমা উদ্ধার,https://banglanews24.com/national/news/bd/885103.details,মেহেরপুর: মেহেরপুর সদর উপজেলার বারাকপুর গ্রামের চঞ্চল মিয়ার ইটভাটার অফিস রুমের দোতালার ছাদ থেকে পাঁচটি হাতবোমা ও ১২ টি দেশীয়,"২৩৩৬ ঘণ্টা, অক্টোবর ১০, ২০২১"
মাদক মামলায় এক ব্যক্তির যাবজ্জীবন,https://banglanews24.com/law-court/news/bd/885019.details,মেহেরপুর: র‌্যাবের দায়ের করা মাদক মামলায় মেহেরপুরে ইউনুস আলী নামে এক ব্যক্তিকে যাবজ্জীবন সশ্রম কারাদণ্ড দিয়েছেন আদালত। একইসঙ্গে,"১৬৪৩ ঘণ্টা, অক্টোবর ১০, ২০২১"
গলায় হাসুয়া ধরে শিশু ধর্ষণ করলেন বৃদ্ধ,https://banglanews24.com/national/news/bd/885008.details,মেহেরপুর: মেহেরপুর সদর উপজেলার বারাদী শিমুলিয়া গ্রামে গলায় হাসুয়া ধরে ৯ বছরের একটি শিশুকে ধর্ষণ করার অভিযোগে দৌলত হোসেন (৬৫) নামে এক,"১৫৫৮ ঘণ্টা, অক্টোবর ১০, ২০২১"
গাংনী ও মুজিবনগরে নৌকার প্রার্থী ঘোষণা,https://banglanews24.com/national/news/bd/884914.details,মেহেরপুর: দ্বিতীয় ধাপে আগামী ১১ নভেম্বর অনুষ্ঠিতব্য স্থানীয় পরিষদ নির্বাচনে ইউনিয়ন পরিষদের চেয়ারম্যান পদের নৌকা প্রতীকের জন্য,"০২১২ ঘণ্টা, অক্টোবর ১০, ২০২১"
মেহেরপুরে ২ মোটরসাইকেলের সংঘর্ষে আহত ৫,https://banglanews24.com/national/news/bd/884780.details,"মেহেরপুর: মেহেরপুর সদর উপজেলার কোলা ব্রিজের কাছে দুই মোটরসাইকেলের মুখোমুখি সংঘর্ষে নারীসহ পাঁচজন আহত হয়েছেন। 
শনিবার (৯ অক্টোবর)","১৪১৮ ঘণ্টা, অক্টোবর ৯, ২০২১"
মেহেরপুরে শিশু অপহরণকারী আটক,https://banglanews24.com/national/news/bd/884471.details,মেহেরপুর: একটি শিশুকে অপহরণ করার সময় মকবুল হোসেন (৩৫) নামে একজনেক হাতে নাতে আটক করেছে স্থানীয়রা। মকবুল হোসেন গাংনী উপজেলা শহরের,"১৬৩৩ ঘণ্টা, অক্টোবর ৭, ২০২১"
মেহেরপুরে ফেনসিডিলসহ আটক ৩,https://banglanews24.com/national/news/bd/884197.details,"মেহেরপুর: মেহেরপুরের গাংনী উপজেলা থেকে তিন মাদক ব্যবসায়ীকে আটক করেছে পুলিশ। এ সময় তাদের থেকে ৭ বোতল ফেনসিডিল জব্দ করা হয়।
বুধবার (৬","১২২৫ ঘণ্টা, অক্টোবর ৬, ২০২১"
অচিরেই চালু হবে ভারত-বাংলাদেশ সংযোগ সড়ক,https://banglanews24.com/national/news/bd/884063.details,"মেহেরপুর: বাংলাদেশে নিযুক্ত ভারতীয় সহকারী হাইকমিশনার সঞ্জীব কুমার ভাট্টি বলেছেন, অচিরেই ভারত-বাংলাদেশ সংযোগ সড়ক ‘স্বাধীনতা সড়ক’","১৭৩৬ ঘণ্টা, অক্টোবর ৫, ২০২১"
মুজিবনগর পরিদর্শনে ভারতীয় সহকারী হাই কমিশনার,https://banglanews24.com/national/news/bd/884052.details,মেহেরপুর: মেহেরপুরের ঐতিহাসিক মুজিবনগর পরিদর্শন করেছেন বাংলাদেশের রাজশাহীস্থ ভারতীয় সহকারী হাই কমিশনার সঞ্জীব কুমার ভাট্টি।,"১৬৫৫ ঘণ্টা, অক্টোবর ৫, ২০২১"
বাড়ি ফেরা হলো না প্রবাস ফেরত শফিকুলের,https://banglanews24.com/national/news/bd/883760.details,"মেহেরপুর: মেহেরপুর সদর উপজেলার নুরপুর নামক স্থানে সড়ক দুর্ঘটনায় নিহত হয়েছেন শফিকুল ইসলাম (৩৪) নামে এক প্রবাসী। 
রোববার (৩ অক্টোবর)","১১৪১ ঘণ্টা, অক্টোবর ৪, ২০২১"
