,Commenter_Name,DateTime,Comment
541,Seven colours,2022-10-12 04:18:57,আজকের সমাবেশ সফল হোক
542,solaiman ahmed,2022-10-12 04:22:04,
543,biography (Uzzal),2022-10-12 04:22:48,আজকে সাংবাদিকের কাছ থেকে স্বৈরাচারী সরকার কথা শুনে ভালো লাগলো আশা করি সকল সাংবাদিকদের বোধদয় হোক এভাবেই
544,Piash,2022-10-12 04:23:25,
545,Life lineline BD,2022-10-12 04:26:09,একটাই আওয়াজ হবে ভোট চোর ভোট চোর শেখ হাসিনা ভোট চোর
546,Mukul Babu,2022-10-12 04:27:15,আজকের সমাবেশ সফল হবে ইনশাআল্লাহ
547,Ahmed Nabil,2022-10-12 04:28:55,ভয় পেয়োনা বন্ধুরা আওয়ামী সন্এাসী কিন্তু বেশী না কোনো রকম বাধা এলে এবার কঠিন জবাব হবে
548,মুফতি মাহমুদুল হাসান ১২,2022-10-12 04:32:24,চালিয়েজাও
549,HM Forkan,2022-10-12 04:32:55,সফল হোক
550,Md khirul Islam,2022-10-12 04:33:03,লাঠি নিয়ে আসো সবাই যাতে পুলিশলীগ ও আওয়ামিলীগ হামলা করলে প্রতিরোধ করা যাই
551,abir Jonaid,2022-10-12 04:33:52,ইনশাআল্লাহ বিজয়ের যাত্রা শুরু হয়েছে
552,NAZMUL HUSSEN,2022-10-12 04:34:12,দোয়া রইলো তোমাদের জন্য
553,Tik ToK,2022-10-12 04:35:00,ভোট চোর ভোট চোর শেখ হাসিনা ভোট চোর
554,Rezaul Karim,2022-10-12 04:35:17,শৈরাচারী সরকার বলাতে সাংবাদিক কে ধন্যবাদ
555,md mahi,2022-10-12 04:37:35,এই সব মানুষ কোন টাকার বিনিময়ে আসেনি
556,বিপুল মিয়া,2022-10-12 04:37:51,আগুন জ্বালো আগুন জ্বালো এ কেমন ডাক বল বল আল্লাহু আকবার
557,亗HG义AlAminYT,2022-10-12 04:39:14,ইনশা আল্লাহ বিএনপির জনসমাবেশ সফল হবে
558,Md awal Ahamed,2022-10-12 04:40:23,আমরা সাধারন জনগন বিএনপি র পাশে আছি ইনশাল্লাহ থাকবো এই স্বৈরাচারী সরকারের বিরুদ্ধে
559,Md awal Ahamed,2022-10-12 04:40:34,আমরা সাধারন জনগন বিএনপি র পাশে আছি ইনশাল্লাহ থাকবো এই স্বৈরাচারী সরকারের বিরুদ্ধে
560,Kasem Md,2022-10-12 04:41:29,সাংবাদিক সাহেব মন খুশি করে ফেলল আজ শ্বৈরাচারি সরকার
561,Md Abul kasem,2022-10-12 04:41:47,দেশের জনগণ রুখে দাঁড়িয়েচে
562,md noyon,2022-10-12 04:42:04,ভাই আপনার মুখে স্বৈরাচারী সরকার শুনে খুব খুশি হইলাম
563,Saiful Islam,2022-10-12 04:42:36,হাজার হাজার আলেমদের জালেমের জেলখানায় বন্দি করে রাখা হয়েছে মানুষের গণতান্ত্রিক ভোটের অধিকার হরণ করেছে এই স্বৈরাচার সরকার
564,Nurul Islam,2022-10-12 04:42:46,জালো জালো আগুন জালো এই স্লোগান দেওয়া মানুষ গুলোর চেহারা দেখে বুজা যাইতেছে তারা চিড়িয়াখানার প্রাণী
565,truth,2022-10-12 04:43:00,
566,Ah Ahsun,2022-10-12 04:44:16,এগিয়ে যাও ইনশাআল্লাহ জয় হবে
567,Mominul Islam,2022-10-12 04:44:27,আজকে বিএনপির সমাবেশ সফল হবে ইনশাআল্লাহ লালমনিহাট জেলা বাসীর পক্ষ থেকে
568,Md Al mamun,2022-10-12 04:44:38,শুভকামনা বিএনপি
569,ফেমাস টিভি Rangpur,2022-10-12 04:47:42,এই সমাবেশ থেকেই ভোটচোর অবৈধ সরকারের পতন ঘটবে ইনশাআল্লাহ
570,mahafuj Rhaman,2022-10-12 04:47:58,সমাবেশ সফল করা হোক
571,Rajon Ali,2022-10-12 04:49:29,
572,Asif Hossoin,2022-10-12 04:50:15,
573,Ashraful Tanbir,2022-10-12 04:50:39,ইনশাআল্লাহ বিএনপি জিন্দাবাদ
574,Ashraful Tanbir,2022-10-12 04:50:46,ইনশাআল্লাহ বিএনপি খমতায় আশবে
575,Ashraful Tanbir,2022-10-12 04:50:53,বিএনপি জিন্দাবাদ
576,Ashraful Tanbir,2022-10-12 04:51:01,সংগ্রাম চলবে
577,Dj Voxod,2022-10-12 04:51:18,পুলিশ কয়জন সর্বোচ্চ কয়জন থাকবে ১ লাখ ই ধরলাম দেশের ১৬ কোটি মানুষ বি এন পি এর সাথে যেকোনো কিছুর বিনিময়ে এই ভারতের দালাল খেদাইতে হবে
578,Shah Salman,2022-10-12 04:51:30,জেলা উপজেলা কলেজ পৌর ইউনিয়ন ও ওয়ার্ড শাখা ছাত্রলীগ আওয়ামীলীগ যুবলীগ সেচ্ছাসেবকলীগ এর সকল নেতাকর্মীদের মাঠে থাকার অনুরোধ রইল সকল প্রকার সন্ত্রাসীমূলক কর্মকান্ড ঠেকাতে ছাত্রলীগ সংঘবদ্ধ থাকা উচিত
579,Kadir sheikh,2022-10-12 04:56:12,এগিয়ে যাও এগিয়ে যাও
580,Badhon Shake,2022-10-12 04:56:30,ইনশাআল্লাহ আজ ইতিহাস গড়ার লক্ষ্যে চট্টগ্রামের সমাবেশ জনসমুদ্রে পরিণত হবে
581,Md Sofiq,2022-10-12 04:56:52,কুত্তালীগ নিপাত যাক জনগণ মুক্তি পাক
582,MD.SAZZAD HOSSAIN,2022-10-12 04:57:44,একজন সাংবাদিক ইলিয়াস এর সমতুল্য কাজ এদেশের সকল চ্যানেল ও সাংবাদিক মিলেও করতে পারেনি এদেশের সাংবাদিকদের নিয়ে আফসোস লাগে
583,MD AKLAS,2022-10-12 04:59:30,
584,lipu mollah,2022-10-12 05:01:17,গাজীপুর মহানগর যুবদল এর পক্ষ থেকে শুভেচ্ছা ও অভিনন্দন
585,karimul islam,2022-10-12 05:03:32,পাইকগাছা থেকে সমাবেশটি সফল ও সার্থক করে তুলুন
586,al quranul karim.q,2022-10-12 05:05:58,সন্ত্রাস আওয়ামী লীগ নিপাত যাক
587,Kabir Hossain,2022-10-12 05:07:45,ইনশাআল্লাহ আগামীতে তোমরাই সফল হবে
588,Shahid,2022-10-12 05:08:51,
589,Polor trak,2022-10-12 05:09:47,কোন লাভ নেই সবাই চেয়্যারের জন্য পাগল
590,jashim uddin,2022-10-12 05:10:18,অবৈধ সরকার বিএনপিকে এতো ভয় পায়
591,MD.Jillur Rohman,2022-10-12 05:14:20,বিএনপি
592,Nazrul Islam Polash,2022-10-12 05:17:30,খালি হাতে কেন
593,Omar Faruk,2022-10-12 05:19:12,স্বৈরাচার সরকার হঠাও
594,Jalal Uddin,2022-10-12 05:19:17,মাশাআল্লাহ আলহামদুলিল্লাহ মহা সমাবেশ সফল হউক কামনা করছি
595,Sharmin Akhter,2022-10-12 05:19:18,
596,BROKEN GAMING,2022-10-12 05:19:21,সমাবেশ সফল হোক
597,Engr.Harisul Islam,2022-10-12 05:27:49,
598,md Rifat no,2022-10-12 05:31:52,নিরপেক্ষ পুলিশ চাই
599,Empty Love,2022-10-12 05:34:12,
600,চলো বাংলাদেশ ঘুরি ,2022-10-12 05:35:12,ইনশাআল্লাহ এই দেশের আকাশে কালিমার পতাকা উড়বে আবার
601,Rd Cover Dance,2022-10-12 05:37:17,এই সমাবেশের পর যেনো এই সিয়রাচারি সরকার যেনো দেশে না থাকতে পারে এমন বড় আন্দোলনের ঘোষণা দেওয়া হোক এভাবে এই সরকারের নির্যাতন সহ্য না করে আন্দোলন করে মরা ভালো সাধারণ মানুষের
602,sk sabbir sdp,2022-10-12 05:37:53,টাকা দিয়ে দেশ জয় করা যায় সে জয় অন্য সব জয়ের চাইতে দীর্ঘস্থায়ী কোন দেশ জয় করা যায় তিন ভাবে প্রথমত যুদ্ধ করে যুদ্ধ করে আমেরিকা আফগানিস্তান ও ইরাক জয় করেছে যদিও এ পদ্ধতিতে দেশ জয় করে দীর্ঘদিন ধরে রাখা যায় না কারণ পরাজিত দেশের জনগণ দখলদারকে ঘৃণা করে তাই জনগণ এক সময় জেগে উঠে এবং নিজেদের দেশকে আবার শত্রু মুক্ত করার চেষ্টা করে তাই দখলদারিত্ব বজায় রাখতে প্রচুর শক্তি ব্যয় করতে হয় যা ব্যয়বহুল দ্বিতীয়ত ধর্ম প্রচার করে ধর্ম গ্রহণের ফলে জনগণ আল্লাহর অনুগত হিসেবে বহিরাগত ধর্ম প্রচারকদেরকে নিজেদের দেশে স্বাগত জানায় এবং তাদের শাসন ক্ষমতা দান করে থাকে তৃতীয়ত অর্থনৈতিক বিজয়ের মাধ্যমে অর্থাৎ টাকার গন্ধ ছড়িয়ে যখন কোন দেশকে অর্থ সাহায্য দেয়া হয় তখন দাতাগোষ্ঠী যে দেশটি জয় করে নিয়েছে তা সহজে বুঝা যায় না অর্থনৈতিক সাহায্যের নামে দেশ জয় করতে আক্রমণ করতে হয় না কিংবা কোনরূপ বাড়াবাড়ি করা লাগে না শান্তিপূর্ণ উপায়ে তা সম্পন্ন হয় তাই দেশের জনগণ টের পায় না যে তাদের দেশ অন্যের দখলে চলে গেছে এ ক্ষেত্রে রাস্তায় তারা সৈন্য দেখতে পায় না তাদের ধর্মও কম বেশি অপরিবর্তিত থাকে তারা স্বাধীনভাবে চলাফেরা ও কথা বলতে পারে এমনকি শাসন ক্ষমতায় যাওয়ার জন্য তারা দেশে নির্বাচনও করতে পারে দেশ অন্যের দখলে চলে গেছে এটা জনগণকে বুঝতে না দিয়ে দেশের সম্পদ দখলদার দেশে চলে যাওয়ার সকল ব্যবস্থা পাকাপোক্ত করার মাধ্যমে এক দেশ অন্য দেশের উপর স্থায়ীভাবে বিজয় লাভ করতে পারে আগে আমাদের দেশে মাথাপিছু বৈদেশিক ঋণের পরিমাণ যা ছিল বর্তমানে তা অনেক বেশি বাংলাদেশের মতো গরিব দেশগুলোর বৈদেশিক ঋণ ১৯৮০ সালের চাইতে ১৯৯০ সালে ৬১ বৃদ্ধি পেয়েছে এ ঋণের সুদ বাবদ প্রত্যেক বছর করের বোঝা জনগণের উপর বাড়ছে ফলে আমরা যা আয় করি তা থেকে বেশি পরিমাণ সম্পদ বিদেশে চলে যাচ্ছে অর্থনৈতিক বিজয়ের ফসল হিসেবে বিজয়ী দেশসমূহ আমাদের দেশের সম্পদ নিয়ে যাচ্ছে
